,0
8761,в 3– 5 ° C листья как по команде опадают на
8762,а также сорт с пестрыми листьями «Variegata».
8763,за отопительным прибором желательно прикрепить лист фольгированного вспененного полиэтилена.
8764,"прибавить к этому толщину самого листа, которая составляет, как правило, 12,5"
8765,"7 см (профиль — 60 мм, лист — 10 мм)."
8766,"Для облицовки стен гипсоволокнистыми листами на предприятиях системы «КНАУФ ""производится"
8767,вашем случае для крепления гипсоволокнистых листов лучше использовать металлический профиль.
8768,панельную стену: профиль позволяет закрепить лист строго вертикально (или под любым
8769,Желтый лист осенний.
8770,Промытые листья алоэ завернуть в бумагу трубочкой
8771,Потом нужно выжать из листьев сок и принимать регулярно по
8772,"Отожмите сок из листьев алоэ, подогрейте мед на водяной"
8773,20 г сушеных листьев черной смородины заварить 200 г
8774,"посмотреть на оборотную страницу титульного листа моей книги, а потом уже"
8775,"1935 год», а на титульном листе второго тома:  «Софе дорогой продолжение"
8776,"На оборотной стороне титульного листа этой книжки написано:  «Милому, милому"
8777,Я вытаскиваю лист бумаги и протягиваю ей.
8778,"выразительно смотрит на меня поверх листа, потом берет карандаш и жирно"
8779,"Хорошо, куча листьев подвернулась."
8780,"какой-то фолиант падает с вершины, листы рассыпаются по полу, точно бледные"
8781,"Ленка бросилась было подбирать листы, но хозяин резко завизжал и"
8782,"маслины выворачивают наизнанку узкие серебряные листья, но никто не видит их"
8783,"пятна, а где жёлтые опавшие листья."
8784,"пурпуром голубиной грудки, и жёлтые листья блестят на ограде, точно жестяные"
8785,"знаменитой птицей-тройкой на титульном листе, и тогда многим дутым авторитетам"
8786,"и абы как отбарабанить с листа, подняв глаза от бумажки лишь"
8787,"сразу, со скоростью чтения с листа и быстрее осмысления и осмысленного"
8788,отложил в сторону очередной машинописный лист с прививкой ржавой скрепки в
8789,"каково? — торжествующе спросил он, сворачивая листы и отправляя их во внутренний"
8790,Или что едва вылупившиеся листья липы похожи на лягушачьи лапки.
8791,"и выбрасывает вправо и влево листья, взрослея на глазах."
8792,название на предусмотрительно пустующие титульные листы.
8793,"Листья еще не пожелтели, холод не"
8794,Я порывисто взял лист со стихотворением с подоконника и
8795,"их дыхания, смешавшегося с лавровым листом."
8796,Падают желтые листья…
8797,"то ли постоянно брал больничный лист, то ли еще как…"
8798,"Я взял больничный лист и двадцать дней лечился, а"
8799,"Шостакович «Поэма без героя», Гете — Лист «Фауст», Пушкин — Глиэр «Медный всадник»."
8800,хотят обходить квартиры с переписными листами.
8801,"Якобы биография якобы Ференца Листа, а на деле хулиганство и"
8802,хулиганство и ничего больше (якобы Лист оказывается в фильме этакой поп-звездой).
8803,"с дерева, с черенками и листьями."
8804,Остров» был включен в Большой лист Малого Букера (как роман-эссе
8805,"узорчатые тени тяжелых еловых лап, листьев рябины и дрожащая кисея берез…"
8806,"вьется меж заборов, жесткие резные листья крапивы торчат меж штакетин, бревенчатые"
8807,"всем чувствовалась уже осень, опавшие листья шуршали под шинами, крошась, как"
8808,"сны, светящийся в траве нежно-золотой лист, дуб в лесу, реку, входящих"
8809,"Ветер трепал оторванный от стены лист гофрированного железа, из-под которого торчала"
8810,стола в покинутом номере оказался лист бумаги с непонятными записями.
8811,"срезает сочную вершинку с мясистыми листьями, обивает корешки о сапог."
8812,"металлической пустоты или грохот железного листа, оторванного ветром, отдающийся многократным эхом"
8813,несколько зеленых вершинок с мясистыми листьями — они хорошо утоляют жажду.
8814,"зимнего сада, который осенью завален листьями, а зимой пробивают сосульки."
8815,Это лист гербовой бумаги (с водяными знаками
8816,знаками) размером в два стандартных листа.
8817,Оп. 15. Д. 410. Л. 26.
8818,Л. 8.
8819,Л.9 — 10.
8820,Л. 36 — 40.
8821,Л. 34 — 35.
8822,Л. 11.
8823,Оп. 15. Д. 410. Л. 13.
8824,Л.12.
8825,и начинают жизнь с чистого листа.
8826,На всех 96 листах аккуратно подклеены письма.
8827,"отпечатал им деньги прямо на листе школьной тетрадки, сомнения развеялись."
8828,"кладь, объемом аж около двадцати листов или несколько более, мы положили"
8829,вот начать жить с чистого листа — такое не каждому дается.
8830,"с этой ночи, с чистого листа."
8831,"экранов телевизоров и грязно-желтых газетных листов, соревнующихся, кто сильнее и больнее"
8832,достал сложенные в несколько раз листы бумаги.
8833,"выводу, что, как на газетных листах, так и на экране телевизора"
8834,"однажды начинали жизнь с чистого листа, и тоже шел дождь…"
8835,"ни один капустный или свекольный лист, ни даже крапива."
8836,"выдержать тяжесть снега и опавших листьев) после того, как вода будет"
8837,"представляющий собой вязь из виноградных листьев, или на перила хоров в"
8838,"любой рисунок, будь то цветы, листья, причудливо вьющаяся виноградная лоза (как"
8839,На двух десятках листов обстоятельства дела пересказывались несколько раз
8840,"в Моздоке, не получил путевого листа, а сразу отправился в Чечню."
8841,"составлял несущий корпус из дюралюминиевых листов, соединенных на клею и проклепанных"
8842,суд удовлетворит и выдаст исполнительный лист.
8843,"информации, не включенной в переписные листы и принуждение опрашиваемых лиц к"
8844,"украшать ботва моркови, петрушки, свеклы, листья капусты."
8845,Листья и цветы фейхоа наполняют воздух
8846,Нельзя оставлять на луковице листья по двум причинам.
8847,"Во-вторых, на листьях вполне могут быть возбудители болезней"
8848,поставщиками «растительной щетины»: волокна их листьев имеют свойства щетины и конского
8849,"высоким стволом, увенчанные пучком лилейных листьев."
8850,"содержат не лепестки цветов, а листья.)"
8851,привязать к щечке снаружи гераниевый лист.
8852,А закладывая кусочек листа в ухо собаке или кошке
8853,"продается в облиственном состоянии, осмотрите листья: на них не должно быть"
8854,"что поражены вирусами: пестролистность, курчавость листьев, махровость цветков могут быть не"
8855,"и почки, скручиваются и опадают листья, изменяется цвет коры."
8856,"почерневших побегов, увядших и пятнистых листьев, почва не пересушена и не"
8857,растения: не появляются ли на листьях пятна.
8858,"него в запасе уже есть лист заказов даже на эту, не"
8859,Тем не менее в заявочные листы включают всех желающих «с улицы».
8860,"Ни единого стеколка не вынули, листа шифера не сняли, не оторвали"
8861,"и ощутить в руке легкость листа березового, тяжесть тополевого."
8862,"Сочные мясистые листья, высокие стебли, сиреневые душистые зонтики"
8863,"под ногою валежник, шуршит палый лист."
8864,от самого берега выстлано утонувшим листом.
8865,"на колени раскрытые книги, развернутые листы газет."
8866,о поступлении пенициллина и вырывает листы.
8867,"Фотография была только на первом листе, снятая еще в студенческие годы."
8868,Листы паспорта пожелтели и были залиты
8869,"и прочла маленькую шапочку вверху листа: 23.06.99, 22.14, 925-00-89"
8870,"посмотрел и отбросил в сторону лист, вскочил и забегал по комнате."
8871,"яркое летнее солнце, висящее в листьях старой липы, и стала ждать."
8872,"и полоскали в ней свои листья, от них поверхность морщилась, рябь"
8873,"на яркое солнце, висящее в листьях старой липы."
8874,"длинными и острыми, как сабли, листьями."
8875,"всего зверобой, он давал цвет, листья малины давали неповторимый аромат, добавляли"
8876,"то кирпичи, а дыры забивают листами гипсокартона."
8877,"гречка плюс один грамм лаврового листа в столовке, которую здесь называют"
8878,"в сутки один грамм лаврового листа, — объясняет сутулый дежурный."
8879,Сутулого тошнит от лаврового листа с детства.
8880,вынул из нагрудного кармана два листа-вкладыша с печатями.
8881,На куче листьев недалеко от подъезда полулежала женщина
8882,птица опускала фотографию на жестяной лист и принималась въедливо сравнивать настоящего
8883,"наступив на восхитительно яркий желтый лист, несколько раз с явным удовольствием"
8884,совершенно равнодушно миновал множество других листьев и сел в новую черную
8885,из магов опустился на кучу листьев и вытянул ноги в старомодных
8886,и упала на кучу кленовых листьев.
8887,Листья задымились.
8888,"Только теперь обнаружив горящие листья у себя под ногами, Медузия"
8889,"меня были ну как тот лист, к примеру…» — тоскливо подумала Таня."
8890,"Под ее взглядом большой красный лист, дрожавший на отставленной ветке клена"
8891,"А когда облетят листья, спирально закрученные желтовато-зеленые побеги ивы"
8892,"Например, наперстянка, половины листа которой достаточно для того, чтобы"
8893,плотно облепляли ветки с продолговатыми листьями.
8894,"Ветер перелетал понизу, и ссохшиеся листья скребли землю."
8895,кабинете и стал писать на листе бумаги «Агния».
8896,"Когда я взял второй лист, каждая надпись уже подавала голос."
8897,"десять, потом раздался треск отрываемого листа, и пальцы снова побежали по"
8898,"и извлек из конверта несколько листов бумаги, плотной, как кровельное железо."
8899,Я очень ловко взял злополучный лист.
8900,"После я достал два листа превосходной, настоящей слоновой бумаги и"
8901,"они раскидали, а могилу присыпали листьями и сухой травой."
8902,"не хватает
От фиги нежного листа!"
8903,"Я не в курсе, где листы и другие дневники."
8904,"Мне кинули лист бумаги, и под хохот и"
8905,пока я отмечал им путевые листы.
8906,"наклонную плоскость, застланную дырчатыми железными листами (грохота)."
8907,и ивы — «Наkuro Nishiki» с листьями дивного розового цвета.
8908,"на машинке на четвертушке тетрадного листа в линейку, что вызывало сомнение"
8909,писали что-то авторучками на больших листах в частных ритмах.
8910,"поверхности тянутся свернутые в трубку листья на длинных, наполненных воздухом стеблях."
8911,На поверхности кожистые листья сердцевидной формы разворачиваются и остаются
8912,"Если же глубина водоема невелика, листья водяных лилий могут возвышаться над"
8913,"окраской цветов, но и оттенком листьев."
8914,"практически не цветут, а их листья становятся невыразительными."
8915,"отломить толстый росток с корнями, листьями и бутоном, то при пересадке"
8916,"годятся и, разумеется, корни и листья лилии, как и других водных"
8917,"Если листья растений полностью закроют воду, то"
8918,других вредителей с цветов и листьев можно собрать вручную.
8919,"вечера, желтая «Хромателла» с пестрыми листьями лучше других переносит полутень, а"
8920,"Побеги красно-бурые, листья (5 — 15 см) эллиптические или"
8921,"Крупные (до 20 см) овальные листья сверху ярко-зеленые, снизу сизоватые."
8922,"Листья (до 12 см) яйцевидные, опушенные"
8923,"Листья осыпаются, гортензия «отдыхает»."
8924,"Листья перепончатые, овальные, с густым серым"
8925,"8 см) черешках блестящие темно-зеленые листья (5 — 10 см), широкояйцевидные или"
8926,воды мульчируют торфом или перепревшим листом (6-8 см).
8927,"на взрослый куст), развивает крупные листья, цветки и метелки."
8928,"Я прошел шелестящий листьями двор до спального корпуса, поднялся"
8929,"Из мощных зеленых листьев-вееров стремительно рванулись цветоносы, каждый"
8930,из стального профилированного или гладкого листа.
8931,"щита может размещаться дополнительный стальной лист толщиной от 0,5 до 3"
8932,до конца отведенные им десять листов?!
8933,"беспорядочно рассеянных тут и там листов, он вздыхал, улыбался, запирал дверь"
8934,"Колосья пшеницы, листья папоротника у него выходили как"
8935,Алые бакены издалека казались рябиновыми листьями.
8936,"акацию и, весь облепленный серыми листьями, точно камуфляжем, выехал на площадку"
8937,неподвижной воде затона среди желтых листьев отражалась круча берега с фигурной
8938,на полу лежал гнутый железный лист — очаг.
8939,Доверишь листу — не донесешь Христу.
8940,На ржавом листе кровельного железа из щепок и
8941,"Их носы обшиты ржавыми листами железа, исцарапанными былыми ледоходами."
8942,"волосами, прошлогодней травой и черными листьями."
8943,на запаянном в прозрачный пластик листе бумаги — чтобы никто ничего не
8944,"Избейте подушку, порвите на клочки лист бумаги или проверьте, на сколько"
8945,"у пристава был только исполнительный лист, который нужно было доставить семи"
8946,"десяти часов вечера, после закрытия листа заявок на покупку."
8947,во вторник включены в котировальный лист Московской межбанковской валютной биржи.
8948,"железа, наклонных стволов, зеркал, сеток, листьев."
8949,"непринужденно, будто дом вырос на листе без видимых художественных ухищрений."
8950,Каков шанс попробовать цигун с листа?
8951,"за счет введения дополнительных опросных листов или анкет, незаконно», — подчеркнул Путин."
8952,Переписной лист является плодом компромисса между разными
8953,"про родной язык в переписном листе нет, а задавать вопросы от"
8954,"Поэтому из переписных листов этот вопрос убрали, чтобы не"
8955,серебристой росписью на глянцевых зеленых листьях.
8956,"кустарниковое растение с крупными яйцевидно-эллиптическими листьями, которое достигает трехметровой высоты."
8957,окружающие их многочисленные яркие присоцветные листья придают пуансеттии своеобразный живописный вид.
8958,"прицветники обычно красного цвета, зато листья, отливающие серебром, украшены белой каймой"
8959,"создания необходимой влажности регулярно опрыскивайте листья (особенно в период цветения), стараясь"
8960,"К концу января прицветники (присоцветные листья) достигают предельной величины, их окраска"
8961,и они опадают подобно обычным листьям.
8962,"уменьшают, вплоть до полного увядания листьев."
8963,"понемногу, а после появления первых листьев — более основательно."
8964,"Мне, как лист пятипалый,"
8965,Конструктор начинает работу с чистого листа.
8966,пустом и ровно покрытом белым листом ватмана.
8967,"Там были листы бархатной бумаги, мишура и дождик"
8968,Из бархатных листов вырезали маски.
8969,"в баллончиках и сусального, в листах, которые можно прилепить практически к"
8970,Листья магнолии и бамбуковый ствол тоже
8971,"мебель, ветки сжигают в печах, листьями кормят коз."
8972,канонические тексты общим объемом 215 листов уместились на почти невесомом диске.
8973,позволившей переснять каждый из 215 листов и произвести его компьютерную обработку.
8974,виде фотографий или пожелтевших бумажных листов?
8975,"талончика, тот ему выпишет больничный лист, а потом окажется, что по"
8976,"потом окажется, что по этому листу платить ему никто не собирается"
8977,напряжением”  (право на оплаченный больничный лист в США имеют 25 %
8978,"Он считал, что оплаченный больничный лист — это что-то вроде воздуха, это"
8979,Было мучительно пусто в листе ожидания на роскошные виттоновские багажные
8980,и его команды сейчас в листе ожидания Louis Vuitton вновь толпа
8981,можно только лет через пятнадцать — лист ожидания гигантский.
8982,коей земли план и межевой лист был выдан в 1847 году
8983,"трелями мобильников, шуршат сухими осенними листьями глянцевых журналов."
8984,"Пол такой ямы выстилали сухими листьями и травой, место для отдыха"
8985,"землей, а сверху ветками и листьями."
8986,из лозы и подстилка из листьев лучше сохраняют тепло.
8987,"бюллетень», который представлял собой обыкновенный лист стандартного размера, а печатался он"
8988,Оп. 1. Д. 2. Л. 138 об. Заверенная копия.
8989,Л. 5 (рукоп.).
8990,Л. 15.
8991,Л. 19.
8992,Л. 20 — 21.
8993,Л. 28.
8994,"по тротуару, заваленному прелым черным листом, с неба сыпалось что-то холодное"
8995,"росы, с иголками и сухими листьями в волосах…"
8996,"стебель вылез из земли, а листья — еще нет."
8997,"меня смущает — написано почти два листа уже, а дела еще никакого"
8998,"всего 70 страниц, почти 3 листа."
8999,"большие, а на стволе, между листьями появились какие-то черные, блестящие шарики."
9000,"я написала уже почти три листа, а до дела еще не"
9001,я для «Молодой гвардии» написала листа три о парторге ЦК на
9002,вставить в машинку новый чистый лист и приняться терзать героя разговорами
9003,Дальше — пустые листы.
9004,"я заполнил анкету на четырех листах, где была расписана вся моя"
9005,эмблемой — раскрытая книга в дубовых листьях.
9006,"Жванецкий, он читал монологи с листа:  «Нормально, Григорий? — Отлично, Константин!»."
9007,нагрузку давали сахар и лавровый лист.
9008,"смазливая девица липнет как банный лист к каждому мужику, от таких"
9009,"Ночью фасоль опускает листья, а перед рассветом поднимает."
9010,Эти «никтинастические» движения листьев заметил де Мэран.
9011,"наблюдал, на ощупь, как движутся листья."
9012,Движение листьев продолжалось в полной темноте!
9013,"Листья поднимались, когда за стенами комнаты"
9014,"Как листья определяют, что там,  «на воле"
9015,Движения листьев продолжались.
9016,это время «часы» шли… только листья-стрелки не двигались.
9017,правильно отсчитывали время — у фасоли листья будут опускаться или подниматься так
9018,В палатках с пальмовыми листьями…
9019,это время вытирает жопу тетрадным листом в клеточку.
9020,"Вырывает из тетрадки лист, рисует на нем могилу с"
9021,двери приклеен распечатанный на принтере лист с рисунком мужской головы.
9022,А исполнительный лист оказался фальшивкой.
9023,"начать новое время с белого листа, хоть не была задумана изначально"
9024,"пересыпались из мгновения в мгновение листья, и чашки полоскали горло шумной"
9025,С баскетбольной авоськой приусадебных листьев и с маленькими птицами через
9026,"щепотках мешочки старых семян и листьев, полируют воздух до зеркального блеска"
9027,посвящение Альфреда Шнитке на титульном листе концерта.
9028,"Придумывать новую газету с чистого листа, без всяких там политических или"
9029,а потом изготовил из фанерных листов из-под папиросных ящиков и другого
9030,"все кадры помещаются на одном листе, до огромных — размером с настенный"
9031,"растительного происхождения — например, карнаубского (из листьев произрастающих в Бразилии пальм) или"
9032,"У них периодически опадают листья, из горшков вдруг высыпается земля"
9033,"Это значит, что человек, обрывавший листья, только что проснулся."
9034,"на машинке, поминутно чертыхаясь, выдергивал лист и начинал заново."
9035,"падают на пол, как осенние листья."
9036,"делают в фазе 3-4 листьев аммиачной селитрой, суперфосфатом и хлористым"
9037,"Если на листьях появились сначала белые, а потом"
9038,надо надломить и связать розеточные листья или просто стянуть их над
9039,Ее листья используют как пряность.
9040,"Для лекарственных целей собирают листья, стебли и цветки."
9041,Избыток влаги способствует разрастанию листьев и тормозит плодообразование.
9042,Отвар листьев — хорошее противоядие при некоторых отравлениях
9043,мясистые побеги и сочные темно-зеленые листья с чесночным запахом.
9044,Срезку полезных листьев можно проводить несколько раз за
9045,"различную высоту, фактуру и цвет листьев, с однолетними, дающими яркие цветовые"
9046,"оранжерее чудеса: есть с красными листьями, есть фиолетовые растения, полосатые, как"
9047,"деревьев — зимой они, конечно, без листьев, большинство, но есть часть с"
9048,"большинство, но есть часть с листьями — магнолии, кусты типа самшита, некоторые"
9049,"в городе, и недаром каштановый лист стал символом города."
9050,на форме носили эмблему — огромный лист каштана во всю грудь.
9051,Издалека было похоже на кленовый лист у команды Национальной хоккейной лиги
9052,"А листья, похожие на листья фикуса, растут"
9053,"А листья, похожие на листья фикуса, растут щеткой только на"
9054,На чистом листе бумаги раздавите таблетку в порошок
9055,Употребляют листья и корень.
9056,"Плоды малины обыкновенной (40 г), листья мать-и-мачехи (40 г), травы душицы"
9057,"Евгения Седова в мастерской хранятся листы такого стекла — особенное оно, чуть"
9058,многом лишь «суперобложка» и «титульный лист» реального «почвенного текста»  (в системе
9059,"выписывали ветвями, цветами, укрывали осенними листьями в темном зале «Такашимайа»."
9060,"Первый был зонтом из листьев лотоса — огромные, они буквально перекликались"
9061,"вполне осенним — совсем немного зеленых листьев, остальные засыхающие, но в разной"
9062,"нем вся осень: и засохшие листья лотоса, и пожелтевшие травы, и"
9063,"на крышу снег или сухие листья, закрутив их в танце."
9064,"водный сад, словно сошедший с листов старинных японских гравюр."
9065,"Плечи — пучок салата, на груди — листья мальвы, крапива, петрушка, шалфей, клевер."
9066,и кронштейны — пусть растения с листьями-«лопухами» свешиваются сверху.
9067,"Энгельманном, насчитывает свыше 4 миллионов листов, а библиотека содержит 220 тыс"
9068,"имеющие необычную выразительную текстуру поверхности листьев, способную хорошо восприниматься при осязании."
9069,"Листья парротии кожистые, несимметричные, до 12"
9070,"и шелковисто-опушенными снизу кожистыми листьями, напоминающими листья магнолии."
9071,"опушенными снизу кожистыми листьями, напоминающими листья магнолии."
9072,"дерево осенью, в сентябре, когда листья приобретают розовую или красную окраску"
9073,"Они несут листья, сидящие на черешках."
9074,побеги с пучками новых нежных листьев длиной до 4 см и
9075,"до 1,5 см, но эти листья уже без черешков и сидят"
9076,"Как только почва пересохнет, листья опадают."
9077,"раз в год, причем новые листья каждый раз появляются очень быстро."
9078,"Листья перистые, очередные."
9079,этих отполированных поколениями гидроэнергетиков стальных листах и истечь кровью.
9080,от полированных до блеска стальных листов.
9081,"газетные обрывки на дерьме, ржавые листы железа, несколько сырых разбомбленных дотов"
9082,"широколистые пальмы типа лопухов, одним листом можно укрыть несколько спящих солдат"
9083,"заграждения и держал в руках лист бумаги, на котором было написано"
9084,"там, где у скульптур — фиговый лист, другая — прикрывала всей длиной груди."
9085,к каждому выпускнику лег красочный лист:  «Производственно-торговый холдинг обязуется выплатить вам
9086,"и с ребенком, появятся на листе бумаги в разных углах или"
9087,"сеткой, чтобы не допустить попадания листьев и отмирающей травы, при разложении"
9088,"вроде прошуршал-пролетел еле слышно лист, а это и не лист"
9089,"лист, а это и не лист совсем."
9090,"не засыпана ли иглами и листьями тропинка, не мешают ли кому"
9091,"едва мой скромный, сложенный вдвое лист зашуршал, утонул, как во мне"
9092,"Всем пришлось начинать с чистого листа, так что время для дебюта"
9093,"как на машине USAC использовал листы толщиной 1,6 мм. 3-литровый двигатель"
9094,С чистого листа
9095,не засорились сыпавшимися на трассу листьями.
9096,Подняв титульный лист я увидел “Список авторов”.
9097,мы ему представили на 80 листах каждый.
9098,вместе было не более двадцати листов.
9099,называлась такая цифра как 100 листов.
9100,обрезал темные полосы на краях листов какой-то ксерокопии.
9101,Написав на обычных листах бумаги эти планы я отнес
9102,"Гладкова туту же выписала отпускной лист, в котором было указано, что"
9103,Подписал ли директор отпускной лист?
9104,"на работу, чтобы сдать больничный лист."
9105,жизнь этого ребенка с чистого листа.
9106,При этом на титульном листе — гриф Института лингвистических исследований РАН.
9107,"сути, приходится начинать с чистого листа, поскольку советское исламоведение, как и"
9108,"растение, чьи корни, стебель и листья есть не что иное, как"
9109,"уже у Вагнера и позднего Листа, однако сознательный и сокрушительный слом"
9110,"фрагментов которого, записанных на одном листе, может начаться с фрагмента, первым"
9111,"деталь, бережно завернул в виноградный лист и укатил, оставив нас с"
9112,"акриловыми красками на черных оргалитовых листах, которые были расставлены тут же"
9113,"Большой лист — восемь тысяч песет, поменьше — четыре"
9114,"инкерманские камни, солнечные брызги, платановые листья, летняя толпа Приморского бульвара."
9115,"в сторону комнаты, где валялись листы бумаги, которые Голев почему-то не"
9116,"из кармана пиджака сложенный вчетверо лист в клеточку, вырванный из старой"
9117,"привкус сыра, и нежно-зеленый салатный лист), пили белый портвейн — густой на"
9118,"Ветер гонит листья по тротуару, некоторые обтекают твою"
9119,"Открыл ящик стола, где лежали листы, накопившиеся за много лет."
9120,Теперь лист пожелтел на краях.
9121,"Лист, медленно покачиваясь, падает с дерева"
9122,"С моего балкона опавшие листья напоминают мне монеты, набросанные в"
9123,Листья метутся по земле и иногда
9124,Непрочитанных листов становится все меньше.
9125,И как мало этих листов.
9126,"И читающий эти листы так и не поймет, что"
9127,"Полка была выдвинута, листы так и лежали, написанным вниз."
9128,новой моделью JS11 с чистого листа.
9129,"ферма, обернутая для усиления алюминиевым листом, топорщившаяся рядами заклепок, — такую конструкцию"
9130,"Между двумя тонкими листами алюминия, как в сэндвиче, зажат"
9131,"проем между двумя огромными металлическими листами, и сразу попадаешь туда, куда"
9132,Опавшие листья клена покрыли узором моховой покров
9133,"плодов и осенней окраски, опадания листьев листопадных пород вносят свой ритм"
9134,"свои лепестки на гравий, опавшие листья клена легли на мягкий мох"
9135,"метла, звенели стекляшки, шуршали разгребаемые листья и сухие жуки."
9136,Он положил один из засохших листьев себе на бумагу.
9137,начал писать английскую королеву с листьями в волосах.
9138,"под ветром деревья, и облетающие листья становились оборванной, фантастически скрученной паутиной"
9139,Большие неразрезанные листы.
9140,"росло два именно таких дерева: листьев не было, они не успели"
9141,Королева в венке из лавровых листьев на голове.
9142,"не только ягоды, но и листья ягодных кустарников."
9143,"Корни и листья земляники обладают кровоостанавливающим, противовоспалительным, мочегонным"
9144,А листья к тому же еще оказывают
9145,Отвар листьев и корней земляники используют при
9146,Припарки из свежих и сухих листьев земляники ослабляют боли в печени
