,0
3704,"углеродным скелетом, в котором углеродные сетки циклически полимеризованного углерода связаны по"
3705,"Сплошные штрихи изображают «сетки циклически полимеризованного углерода», совокупность таких"
3706,"циклически полимеризованного углерода», совокупность таких сеток составляет «блок», а изогнутые скобы"
3707,"полимеризованный углерод», связывающий между собой сетки и блоки."
3708,никаких сведений относительно химической природы «сетки циклически полимеризованного углерода».
3709,размеры и число шестиугольников в сетках.
3710,в химическом строении «мостиков» между сетками.
3711,"поверхности эмульсии и образуется тончайшая сетка, значительно ухудшающая изображение."
3712,Бумажная масса равномерно растекается по сетке.
3713,"надевали длинный ботинок в виде сетки без дна, только голова через"
3714,"приготовил целый ворох мячей, волейбольных сеток и городошных комплектов."
3715,Волейбольные сетки все же натянули на какие-то
3716,"Монтаж сетки ведется очень тщательно, так как"
3717,"нет возможности изготовить жесткий каркас, сетка выполняется из хорошо заметной под"
3718,же расстояния для всех ячеек сетки.
3719,Можно их в сетки насовать и в Москву свезти.
3720,лодках и кадках со стальными сетками.
3721,"Нерви уменьшил ячейки сеток, превратив их в стальную паутину."
3722,"областных работников: кровать с панцирной сеткой, умывальник «мойдодыр», стол с телефоном"
3723,"вокруг,  (…) делал загородки от ежей, сетки от птиц."
3724,"гравюр, выполненных в тоне коричневой сетки."
3725,"образуют жесткие сплетения в виде сеток и пространственных решеток, которые хрупки"
3726,"Конь вороной под сеткой синей, 
 метели плеск, метели зов"
3727,"собственных лошадях, запряженных парой под сеткой."
3728,Попробовали нанести на карту сетку из пересечения силовых линий этих
3729,"клетку — круглую, целиком из металлической сетки, диаметром семьдесят сантиметров."
3730,Я видел сетку прожекторов над площадями и тысячу
3731,стуле около детской кроватки с сеткой стоял странный аппарат круглой формы
3732,Она подула сквозь проволочную сетку.
3733,Без сетки.
3734,"ресторане «Птичий полет» возле проволочной сетки, мешавшей нам разглядывать такой прекрасный"
3735,"атомов и их группировок в сетке трехмерных молекул полимера, можно получить"
3736,"Я взглянул в сетку и, сунув в нее руку"
3737,Характер следов — ромбовидная сетка на стенках и ячеистая структура
3738,"или изделиях из нее: корзинках, сетках, мешочках."
3739,"глубиномер, компас и масса всевозможных сеток и баночек."
3740,"только мы запихнули чемоданы в сетки, разделись и сели."
3741,Сетка для рыбы
3742,"Удобную сетку, заменяющую кукан при подводной охоте"
3743,"Для этого нужна сетка, представляющая собой цилиндр высотой 60"
3744,В верхний и нижний края сетки по окружности продергиваются резиновые жгуты
3745,Надевается сетка так.
3746,Сетка оказывается сложенной вдвое и равномерно
3747,В такой сетке рыба распределяется равномерно вокруг пояса
3748,"Имея на поясе такую сетку, вы, оттянув наружную резинку, помещаете"
3749,"наружную резинку, помещаете рыбу в сетку прямо на гарпуне и отпускаете"
3750,"В эту сетку, кроме рыбы, удобно класть раковины"
3751,"врачи поместили в вены полимерные сетки-фильтры, задерживающие опасные для жизни"
3752,"Но он раскалял калильную сетку — хлопчатобумажную ткань, пропитанную растворами некоторых"
3753,"узнав, что химики часто применяют сетки с такими маленькими ячейками, что"
3754,Только в данном случае роль сетки исполняет перфорированная фторопластовая пленка.
3755,"с большим брюхом под грязной сеткой; очаровательная четырнадцатилетняя дочь, влюбленная в"
3756,Надпись у города на сетке «Нежин».
3757,разделить место действия некоторой координатной сеткой и описывать в каком-то порядке
3758,"Артемьева, сконструировавшего костюм из медной сетки."
3759,"по ненасыщенным связям, объединяются в сетку поперечными химическими связями и понятие"
3760,"база, или основание — соответствует управляющей сетке."
3761,"Они образуют сплошную сетку; поэтому, будучи тоже линейно-кристаллической, бета-форма"
3762,"Образуются сплошные сетки параллельно упакованных развернутых цепочек, связанных"
3763,"через фильеру спирали «ломаются», и сетка образуется из непараллельных перепутанных клубков."
3764,"деревянные изделия покрывают перед пропиткой сеткой небольших отверстий — наколов, стараясь не"
3765,"представляет собой серебряную пластинку или сетку, покрытую хлористым серебром, а отрицательный"
3766,спутника представляет собой тонкую проволочную сетку вогнутой формы.
3767,на орбиту сложенный шар с сеткой выдвигается из специального контейнера и
3768,Сетка освобождается и может выполнять свои
3769,"Это — тончайшая стальная сетка, покрытая газонепроницаемым слоем силикона."
3770,Сквозь сетку дождя за Ушней видно освещенное
3771,в окно и сквозь белесую сетку метелицы увидела две тени возле
3772,сухой миланской колбасы в серебряной сетке.
3773,"роскошный выезд — рысак, покрытый черной сеткой с серебряными кистями, и огромный"
3774,"морщинками, словно бы окутано тоненькой сеткой, а этого совсем недавно еще"
3775,"Названивая гонгом, из метельной сетки вынырнул трамвай, медленно прокатился мимо"
3776,"шофера, поспешно загонял под маскировочную сетку «эмку», на которой приехали Пантелеев"
3777,"что, — сказал Пантелеев, — снимите предохранительные сетки с фар."
3778,"что придется жать, а с сетками ни черта не видно, угробимся."
3779,Подъедем к Симферополю — наденете сетки.
3780,"ругаясь про себя, снял предохранительные сетки, сел за руль, и машина"
3781,"на этой площадке я поставлю сетку с обручем и, захлопнув утят"
3782,"Они поймали заготовленной мною сеткой утят бабушкиной «гулящей» утки, заперев"
3783,Где же твоя волосетка?  (сетка для волос).
3784,70 сантиметров целиком из металлической сетки и поместил ее в небольшом
3785,"площадки для молодежи, обнесенные металлической сеткой."
3786,ребре сгоревшей железной кровати с сеткой сидела женщина лицом к солнцу
3787,"пошел в свою избушку, взял сетку и дымокур, нарезал Митрию гостинцев"
3788,"сердце Феди Мойкина, что железная сетка под его матрацем звенела на"
3789,"в ней стоял под игольчатой сеткой воды какой-то паренек, совершенно незнакомый."
3790,"Весь цирк надо обтянуть сеткой, раз у вас в голове"
3791,"воды и растительности, пересеченные густой сеткой ложбин, разделяющих острые гребни и"
3792,партию с оплатой по тарифной сетке номер один».
3793,края ветрового стекла шелковую мелкую сетку для волос.
3794,"ухмыльнулась, вспомнив, что эту шелковую сетку забыл в кабине Сашка."
3795,"и, придерживая баранку локтями, надела сетку себе на голову и спрятала"
3796,и на переносице проявилась красная сетка частых прожилок.
3797,"различные препятствия: спасательный круг, автокамера, сетка, лодка и т. п., через"
3798,"Высокая редкая сетка, как у теннисных кортов."
3799,что их от зрителей помимо сетки отгородили еще и толстым стеклом.
3800,"прижав сизые морды к металлической сетке, через которую был пропущен ток"
3801,обшивка в соединении с проволочной сеткой образует основу биконусного профиля крыла.
3802,"Почему сетки на стенке нету, а?"
3803,"Сетку поставили, а парень все ходил"
3804,Спирин возился с искрогасительными сетками.
3805,"комната-музей, показ-продажа, марш-бросок, сетки-ограды, счетовод-кассир, каталог-проспект"
3806,В отдалении от дома отгородили сетками небольшую полянку с кустарником и
3807,"звон комаров, тучей висевших за сеткой полога."
3808,Вся сетка облеплена.
3809,"Стекла очков были окружены плотными сетками, прилегавшими к лицу: это не"
3810,мальчики закинули рюкзаки на багажные сетки.
3811,"сунули под самый низ на сетку, заложили его сверху остальными вещами"
3812,Яйца положила в сетке на кровать.
3813,"у меня за спиной в сетке, как в гамаке, и только"
3814,"Он нес нашу собаку в сетке, за плечами!"
3815,целая гора чемоданов в веревочной сетке.
3816,"жаберные тычинки, сросшиеся в своеобразную сетку, затем спрессовывает их плоскими глоточными"
3817,"них выходило множество людей с сетками, портфелями, а в последнее время"
3818,"Местами ее прорезают темные линии, сетка которых исчертила весь планетный диск."
3819,Сеткой каких-то странных линий исчерчен четвертый.
3820,"Около двора, отгороженные проволочной сеткой, гуляли куры и утки."
3821,женских губ всегда оставалась легкая сетка морщинок.
3822,Их заменили частой проволочной сеткой от гнуса.
3823,"вделанными кольцами, турником, решётками и сетками на окнах?"
3824,"здесь, в школе, даже и сетки волейбольной нет."
3825,"полость баллона высокого давления, ограниченную сеткой."
3826,"Диаметры отверстий сетки подобраны такими, чтобы не нарушалась"
3827,при вдавливании оболочки в отверстия сетки.
3828,"которая удерживала на голове испытуемого сетку с двадцатью электродами, посылавшими пучок"
3829,взрослые люди степенно расхаживали между сетками.
3830,"охлаждали изделие, и глазурь покрывалась сеткой мелких трещин."
3831,и накрыли ее сверху стальной сеткой.
3832,На мокром проборе — сетка.
3833,"вот он ходит, вертихвост, с сеткой, набитой картошкой, фунтиками разными, ходит"
3834,пропорционально увеличить с помощью масштабной сетки до нормальной величины и затем
3835,В проволочной сетке под самым потолком тускло горела
3836,"ловко натянутая на густую веревочную сетку (надежный каркас!), была прикреплена к"
3837,"Пауки ведь ткут паруса, сетки, мешки, трубки, колокола, гамаки…"
3838,"Водолазный колокол, — указал он на сетку, сотканную аргиронетой из паутины, — паук"
3839,Последний мяч я взяла у сетки.
3840,"В седой, густой сетке дождя потерялась дорога к поселку"
3841,"Японская сетка помогает, но они набиваются снаружи"
3842,"Крюк, к нему сетка, от сетки нитка к руке."
3843,"Крюк, к нему сетка, от сетки нитка к руке."
3844,стояли пустые кровати с голыми сетками и голые шершавые тумбочки.
3845,"со всеми тормозами, переключением скоростей, сетками и даже бутылочкой, из которой"
3846,"жесткая к тому же, ни сетки, ни пружин."
3847,"такси — не тащиться же с сеткой, плащом и чемоданом от Запрудного."
3848,"Сиденья — откидные, самолетного типа, багажные сетки, крючки."
3849,"сиденьем есть маленькая индивидуальная лампочка, сетки для багажа сплошные, но сиденья"
3850,завернул в тряпку и в сетке повесил на руль.
3851,"бродяга воробей, весело летали за сеткой, садились на сухие березки, выглядывали"
3852,"промыть, сделать заправочный фильтр из сетки — пока время-то есть."
3853,"хозяйке, чтоб отдали, и дала сетку."
3854,"Я достал сетку, которую отдал мне Андрей в"
3855,После обеда я взялся за сетку.
3856,Сетка для добычи рыбы
3857,"способом является ношение рыбы в сетке, привязанной к поясу."
3858,Но не всякая сетка удобна для этой цели.
3859,Изготавливать сетку самому целиком — неблагодарная работа.
3860,"для рыбы, можно получить великолепную сетку для добычи."
3861,"кольцу веревочную петлю, за которую сетка будет подвешиваться к поясу."
3862,Во время плавания сетка должна находиться сзади на поясе.
3863,"случайно не смогла выйти из сетки при неподвижном положении охотника, следует"
3864,"положении охотника, следует верхнее кольцо сетки продеть под поясной ремень."
3865,"одной стороны пол огораживала железная сетка, и на ней висели большие"
3866,Внизу за сеткой плескалась вода.
3867,"На обруч была надета сетка, и щенок чуть-чуть не"
3868,"страшных людей, от ящика, от сетки."
3869,Подбежали двое с сеткой.
3870,что снова появятся люди с сеткой.
3871,Кругом падали железные обручи с сетками.
3872,спасла щенка от людей с сеткой.
3873,"горшка два вершка, а тащит сетку с караваем."
3874,"Сетка длиннее его, поэтому он испытывал"
3875,"для дифферентовки бокса обычную продуктовую сетку, наполняя ее обрезками металла или"
3876,"изменяя длину конца, которым крепится сетка с грузом к основанию бокса"
3877,"1,5 мм, которая применяется для сеток теннисных ракеток."
3878,"толстыми колесами горой высились металлические сетки с бутылками, и бутылки звенели."
3879,"купить для клуба радиолу, волейбольную сетку и пластинок повеселей."
3880,"затянутых марлей и металлическими тонкими сетками от москитов, и слышим обрывки"
3881,"друг друга ящиками, сачками, гербарными сетками, и Валерия сидела там, такая"
3882,"вы камеру смертников, где за сеткой выли и лаяли собаки, дожидаясь"
3883,дюралевыми панелями и железной кроватной сеткой.
3884,"деревянной рамы, внутри которой имеется сетка с 10 см квадратами из"
3885,"от нас, холодный; затянутый грязной сеткой тумана."
3886,"и неудачи, число мячей, успокоенных сеткой ворот, наконец, итоговые очки."
3887,вынужден был вынимать мяч из сетки.
3888,"себя не может: башка в сетке, а они тут как тут."
3889,"дополнение к которым прилагалось ружье, сетка и полевая сумка, которые взвешиванию"
3890,подвывающая лебедка вытягивала в веревочной сетке бочки с семгой…
3891,"Пес кинулся на проволочную сетку, встал на задние лапы и"
3892,"живот и пополз к металлической сетке, отделяющей его от хозяйки."
3893,"в один прыжок достиг металлической сетки и, ткнувшись в нее носом"
3894,"Через проволочную сетку Мухтар видел, как выводили собак"
3895,"Сквозь проволочную сетку Мухтар видел, как выводили их"
3896,"свое распоряжение железную койку с сеткой, тумбочку, а также вид из"
3897,Играли в волейбол без сетки.
3898,"неокоренными горбылями, а по металлической сетке наведена вся эта «древность» и"
3899,"сонеты Шекспира,  «Порубка» Левитана, затянутая сеткой дождя, и чеховская «Дама с"
3900,"разделенном в длину пополам металлической сеткой, во избежание передачи запрещенных предметов"
3901,"Они могли через сетку ощутить тепло рук, сетка разделяла"
3902,"через сетку ощутить тепло рук, сетка разделяла их губы, их щеки"
3903,Прежде всего мушкетеры проверяли высоту сетки.
3904,Потом сетку испытывали на упругость.
3905,И низко над сеткой пролетал первый «крученый» мяч.
3906,чемпионы с позором полезут под сетку.
3907,с вытянутым лицом подходил к сетке и спрашивал упустившего мяч профессора
3908,профессору удалось поднять мяч над сеткой.
3909,"одиночества уляжется на новую, щелкающую сеткой казенную кровать."
3910,"состязания девушек на качелях, железная сетка, которой должны коснуться ногами девушки"
3911,"наступило хмурое, туманное, с частой сеткой дождя, сделавшей расплывчатыми очертания окружающих"
3912,колхозе сущ[ ествовала] 6 разрядная сетка.
3913,"В восьмиразрядную сетку входят все работы, что упрощает"
3914,возчиков по 4 разряду тарифной сетки.
3915,начислять по III разряду тарифной сетки — сказать бригадиру за 9 дней.
3916,"за работу не по тарифной сетке, а от продуктивности, т.е"
3917,городом свой купол в ажурной сетке стальных лесов.
3918,"хотелось упасть в траву, в сетку солнечных пятен, закрыть глаза и"
3919,"били «смэши», часто выходили к сетке, в общем, играли, как «большие»."
3920,"манеру игры: смелые выходы к сетке, умение гасить мячи ударом «смэш"
3921,"или постепенно двигаться вперед, к сетке, для наступательного «ближнего боя»."
3922,"спорта с позиций, занятых у сетки."
3923,"Потанин блеснул хорошей игрой у сетки, непрерывно атаковал соперника и победил"
3924,мячу и хорошо играл у сетки.
3925,линии площадки и двинулись к сетке.
3926,"воздух, перекрывая белую пустыню частой сеткой маршрутов так, чтобы ни один"
3927,"выправить, к примеру, одну тарифную сетку изменить, и то один миллион"
3928,"Мелкая сетка дождя за окном, черная, влажная"
3929,"Лошади, покрытые цветными сетками, горделиво переступая тонкими ногами, обернутыми"
3930,капустный кочан как мяч в сетке.
3931,мелькнувшее перед ним сквозь снежную сетку.
3932,"у одного захребетника, но свои сетки да крючки на белугу не"
3933,"те невозвратимые времена, когда в сетки попадало столько рыбы,  “шо в"
3934,"Они говорили “за сетки из капроновой нитки, которые не"
3935,Потом решил до начала путины сетки сыпать на ночь — пятьдесят тысяч
3936,"как говорится, на месте преступления: сетки выливали — улов был бо-огацкий!"
3937,"Балтике, — он первым делом арестовал сетки и рибу, потом причепився до"
3938,"привел, и акт был, и сетки наши к прокурору пошли."
3939,"стужу они бороздили море, сыпали сетки, опускали ставники, били темляками белугу"
3940,Сетки у меня там стояли.
3941,"не знаю, а только раньше сетки ставил “бережней”, а тут пошел"
3942,"Ромбики, крестики, косая сетка, продольные частые луночки — все шло"
3943,"постоянного напряжения и с помощью сетки отпирать вентиль только тогда, когда"
3944,"прополаскивал капроновую, с мелкими ячейками сетку габы."
3945,"В сетке наверху билась крохотная лампочка, бросавшая"
3946,"в квадратных ямах, затянутых маскировочными сетками, стояли зенитные орудия, а по"
3947,"большую, широкую, двуспальную кровать, с сеткой и периной."
3948,"ним на площади, сквозь белую сетку все гуще сыпавшегося снега увидел"
3949,"но леса не вижу сквозь сетку накомарника и укусы мошки, сосредотачиваясь"
3950,"подробности можно разглядеть только через сетку накомарника, т.к. и небо"
3951,"Какая-то контора, окошечко с проволочной сеткой (он думает о пчелах), накладная"
3952,"что забил гол, повис на сетке, уцепившись за нее руками."
3953,"Цветут кусты, зеленая сетка проступает на темнеющих вдали деревьях."
3954,"шляпку, то пестрый мячик в сетке — источник ее кроткого сияния."
3955,"векшинской хроники, накладывал их на сетку манюкинской биографии, поверял сопоставленьем с"
3956,"тех, кто без лонжи и сетки работает."
3957,"высоте второго этажа, натянута железная сетка, чтобы арестанты, бросившиеся в припадке"
3958,"Васин брат Виктор, отправились, захватив сетку и разную мелочь, к нам"
3959,"Сетка оказалась очень тяжелой, и перенос"
3960,"копанья ям, то ли переноса сетки (сверток которой был привезен с"
3961,"Обгородить навес проволочной сеткой, почистить и туда высыпать огурцы"
3962,"Мелкой, теплой сеткой накрапывал весенний дождь."
3963,"он катился и падал в сетку точно так же, как и"
3964,сделаны просторные вольеры из проволочной сетки.
3965,"рождественской открытке, непрерывно падающей сверкающей сеткой заслоняет фонари, ложится толстой гусеницей"
3966,"Ее темные кудри убраны в сетку, вместо платья на ней балетная"
3967,"по ее лицу двигалась пестрая сетка теней и солнца, и он"
3968,веселится в кроватке с высокой сеткой.
3969,Веревочная сетка кровати делит комнату на квадраты.
3970,"и в которой сделана соломенная сетка напротив глаз, носа и рта."
3971,"Сквозь эту соломенную сетку, когда на меня надета амигаса"
3972,окно и снял с него сетку.
3973,Я за сеткой прибежал.
3974,"Порой проглядывало солнышко, освещало падающую сетку дождя и опять закутывалось в"
3975,"надо тащить рюкзак с лотком, сеткой, котелком и флягой с маслом"
3976,"сейчас же запутался в густой сетке паутины, сплетенной между водорослями."
3977,выпустил второй шарик под паутинную сетку.
3978,"крохотный, однако служит мне и сеткой и глоткой."
3979,"комары, бабочки целыми толпами в сетку-глотку мою попадают, когда я"
3980,"прямой, не очень длинный, без сетки и без мешка."
3981,"рядом с нами за тонкой сеткой бежали огненные струи, и вот"
3982,"всех на железной кровати, на сетке, конфузливо ели томатные рыбные консервы"
3983,"метод поисков по определенной разреженной сетке, с последующим сгущением в тех"
3984,"Комитет профсоюза приобрел волейбольные сетки, мячи, трусы, майки и другой"
3985,освещенного переносной лампочкой в проволочной сетке.
3986,"употребление средств против мух, использование сеток и колпаков для продуктов."
3987,"длинных элегантных ног, просвечивающих сквозь сетку."
3988,было не в новой тарифной сетке.
3989,"Как циркачи на резиновой сетке, пляшут на упругой поверхности воды"
3990,"пустишь, то брыздочкой начнешь, то сеткой, да разделаешь то кирпичиком, то"
3991,"на полном ходу, впереди мелькнула сетка колючей проволоки."
3992,и тихий жалобный звон проволочной сетки.
3993,"цирка, сорвалась — и упала в сетку."
3994,Кто-то укрепил металлическую сетку радиатора.
3995,"та, что в подвале, закрыта сеткой."
3996,здесь действительно была защищена проволочной сеткой.
3997,"Он отогнул сетку, вывернул теплую, пыльную лампочку и"
3998,голым кабелем и ткут металлическую сетку.
3999,"метре, вся площадь подслоена металлической сеткой, подключенной к сильным индукторам."
4000,Сквозь его туманную сетку на берегу маячили какие-то серые
4001,"солнцем прозрачной воде казалась зыблющейся сеткой волнистых золотых линий, наброшенной на"
4002,Эти круги огораживались красной металлической сеткой и стояли неприкосновенные в течение
4003,"А. Исаев головой послал в сетку мяч, полученный с углового удара"
4004,Проволочная сетка (по размеру активной части счетной
4005,"Отверстия основания футляра заделайте металлической сеткой, укрепив ее с помощью винтов"
4006,"одной стороны закройте их частой сеткой или листком рентгенопленки, с противоположной"
4007,"обмотки микрофонного трансформатора к управляющей сетке лампы Л2, поместив их в"
4008,"моргала электрическая лампочка, забранная проволочной сеткой."
4009,себе даже никелированную кровать с сеткой.
4010,"несколько рядов, создав как бы сетку, и всё это сверху покрыли"
4011,и опускал за борт планктонную сетку.
4012,также несколько захваченных мною планктонных сеток мешали спускаться — цепляясь за перекладины
4013,можно было бы черпать планктонной сеткой.
4014,"я не расставался с планктонной сеткой, фотоаппаратом и необходимыми для полевых"
4015,Нам нельзя принадлежать к бюрократической сетке.
4016,Плакетка охвачена координатной сеткой.
4017,раза вытащил мяч из своей сетки.
4018,как гасанул в сторону волейбольной сетки!
4019,"холмах, за густой и высокой сеткой спиральных колючих заграждений, засел «противник"
4020,всех стран стремятся раскрыть тайну сетки из прямых линий на поверхности
4021,"телевизора видите мяч, запутавшийся в сетке ворот."
4022,управлять при помощи третьего электрода — сетки.
4023,Сетка представляет собой спираль из тонкой
4024,Положительный электрический заряд на сетке представляет своего рода попутный ветер
4025,"но проскакивают с разгона сквозь сетку и попадают на анод, анодный"
4026,При отрицательном же потенциале на сетке как бы возникает встречный ветер
4027,"встречный ветер, электроны, отталкиваясь от сетки, замедляются, и анодный ток уменьшается."
4028,Все «приказания» сетки они выполняют без промедления.
4029,"Если напряжение на сетке будет меняться, эти изменения тут"
4030,"усилит переменное напряжение, подаваемое на сетку, что очень важно."
4031,особенно громкого выкрика Ираклия над сеткой кроватки показалась голова Мананы.
4032,Заэкранируйте пламя с помощью проволочной сетки — и полоски бумаги не сблизятся.
4033,"руки бросившегося вратаря, замирает в сетке."
4034,между рамами была укреплена металлическая сетка.
4035,"белом, рядом стояла кровать в сетке, и на руках у нее"
4036,"фонари, и вокруг каждого висела сетка из мошки."
4037,вернулся и завел тройку с сеткой и фонариками.
4038,"Сетка была синяя, с кисточками и"
4039,называется туго натянутая на раму сетка из пеньковых ниток.
4040,"чан, а пленки оставались на сетке."
4041,и сумка с продуктами — в сетке…
4042,"в воде, плавали за конец сетки (и Сашка плавал!), вечером играли"
4043,Плавали далеко за сетку.
4044,Я плавал за сетку три раза (Саша с Машенькой
4045,расстояние примерно двух с половиной сеток.
4046,роз и не менее знаменитая Сетка.
4047,два места: Розовый Павильон и Сетка.
4048,Сеткой называлась другая Павловская забава.
4049,"Состояла Сетка из мачты, с ее канатными"
4050,туго натянутой под ней канатной сетки.
4051,как в случае падения эта сетка вас подхватывала.
4052,"под наблюдением двух всегда при Сетке дежуривших матросов, всякие акробатические номера."
4053,"довольствовались тем, что топтались по сетке, куда мамаши, няньки, гувернантки или"
4054,садик окружала жидкая низенькая металлическая сетка.
4055,"Уложив ручной багаж в сетку своего отделения, поставив рядом с"
4056,снял с Сережиной кровати боковую сетку.
4057,Сереже не надо перелезать через сетку по утрам и вечерам.
4058,Их заменяли частые металлические сетки.
4059,каким-то давно созданным тарифам и сеткам.
4060,различных глубин была изготовлена специальная сетка.
4061,"мешала разобрать в чем дело сетка мелкого дождя, ярко освещенная прожекторами…"
4062,мелькнуло и быстро скрылось за сеткой дождя».
4063,"ручкой, — твердила Антонина Александровна, опуская сетку кроватки, чтобы отцу было удобнее"
4064,"эти фигуры, неотчетливые за дрожащею сеткою снега, принимали за железнодорожников, по"
4065,глаза под игравшей на нем сеткой солнечных лучей и теней.
4066,"обнаруживал, что окна в снежной сетке инея налиты розовым жаром зари"
4067,"Служители исправили порванную осколком металлическую сетку, но одна птица (кажется, сова"
4068,"ничего, даже матраца — одна голая сетка."
4069,"цветами, завёрнутый букет (на пол сетке), левкой в петлице своего пальто"
4070,бы поставить её корзину на сетку.
4071,"в кружок, а потом через сетку, которую мы нашли недалеко от"
4072,"На птичнике понять сетку выше на 0,5 м, т"
4073,"м, т.к. куры перелетают сетку."
4074,"В питомнике плодовом кругом обнести сеткой, чтобы не пробирались зайцы."
4075,"и до последнего, запрятанного под сеткой проводов болтика, все горело и"
4076,"позаботиться о концерте самодеятельности, волейбольной сетке, радиоле, договориться относительно буфета, прояснить"
4077,"то, что со мной была сетка с продуктами, и я, как"
4078,"У Мишки Каюненка сетка есть, вот погоди, пойдем ловить."
4079,"Ты сетку растяни, рябины набросай, затаись и"
4080,так сразу штук пять под сетку полезут…
4081,"моей детской кровати, с подъемными сетками из пушистого шнура по бокам"
4082,"Вижу мать, отдающую мяч в сетку и топающую ножкой в плоской"
4083,"говорит:  «Vraiment Volodya, оставил бы сетку дома хоть этот раз."
4084,как я вытряхивал веточку из сетки и глядел на дырку в
4085,"сверкающего маленького мертвеца из складок сетки, — даже на нее садились обезумевшие"
